pl_name,hostname,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,discoverymethod,disc_year,disc_facility
Kepler-75 b,Kepler-75,0.0818,0.57,3209.9,11.77,Transit,2013,Kepler
Kepler-750 b,Kepler-750,0.093,0.0,9.64,3.07,Transit,2016,Kepler
Kepler-750 c,Kepler-750,0.0533,0.0,3.26,1.62,Transit,2016,Kepler
Kepler-751 b,Kepler-751,0.1263,0.0,6.62,2.46,Transit,2016,Kepler
Kepler-752 b,Kepler-752,0.1353,0.0,8.3,2.81,Transit,2016,Kepler
Kepler-753 b,Kepler-753,0.054,0.0,4.31,1.91,Transit,2016,Kepler
Kepler-754 b,Kepler-754,0.116,0.0,4.7,2.01,Transit,2016,Kepler
Kepler-755 b,Kepler-755,0.0214,0.0,3.75,1.76,Transit,2016,Kepler
Kepler-755 c,Kepler-755,0.0367,0.0,2.13,1.26,Transit,2016,Kepler
Kepler-756 b,Kepler-756,0.0219,0.0,1.46,1.12,Transit,2016,Kepler
Kepler-757 b,Kepler-757,0.019,0.0,2.42,1.36,Transit,2016,Kepler
Kepler-758 b,Kepler-758,0.1019,0.0,6.71,2.48,Transit,2016,Kepler
Kepler-758 c,Kepler-758,0.0547,0.0,3.5,1.69,Transit,2016,Kepler
Kepler-758 d,Kepler-758,0.1447,0.0,5.14,2.12,Transit,2016,Kepler
Kepler-758 e,Kepler-758,0.0785,0.0,2.96,1.53,Transit,2016,Kepler
Kepler-759 b,Kepler-759,0.2329,0.0,5.77,2.27,Transit,2016,Kepler
Kepler-76 b,Kepler-76,0.0274,0.0,638.8383,15.244,Orbital Brightness Modulation,2013,Kepler
Kepler-760 b,Kepler-760,0.0772,0.0,9.59,3.06,Transit,2016,Kepler
Kepler-760 c,Kepler-760,0.0333,0.0,2.79,1.48,Transit,2016,Kepler
Kepler-761 b,Kepler-761,0.0874,0.0,4.78,2.03,Transit,2016,Kepler
Kepler-762 b,Kepler-762,0.0493,0.0,,12.68,Transit,2016,Kepler
Kepler-763 b,Kepler-763,0.0205,0.0,1.98,1.22,Transit,2016,Kepler
Kepler-763 c,Kepler-763,0.0466,0.0,2.6,1.42,Transit,2023,Kepler
Kepler-763 d,Kepler-763,0.0634,0.0,3.43,1.67,Transit,2023,Kepler
Kepler-764 b,Kepler-764,0.0724,0.0,3.33,1.64,Transit,2016,Kepler
Kepler-765 b,Kepler-765,0.1754,0.0,6.48,2.43,Transit,2016,Kepler
Kepler-766 b,Kepler-766,0.066,0.0,11.4,3.39,Transit,2016,Kepler
Kepler-767 b,Kepler-767,0.5874,0.0,35.7,6.64,Transit,2016,Kepler
Kepler-768 b,Kepler-768,0.092,0.0,3.86,1.79,Transit,2016,Kepler
Kepler-769 b,Kepler-769,0.0778,0.0,8.85,2.92,Transit,2016,Kepler
Kepler-769 c,Kepler-769,0.1297,0.0,3.86,1.79,Transit,2016,Kepler
Kepler-77 b,Kepler-77,0.04501,0.0,136.661,10.761,Transit,2013,Kepler
Kepler-770 b,Kepler-770,0.1694,0.0,5.9,2.3,Transit,2016,Kepler
Kepler-770 c,Kepler-770,0.0309,0.0,1.87,1.2,Transit,2016,Kepler
Kepler-770 d,Kepler-770,0.0616,0.0,2.54,1.4,Transit,2016,Kepler
Kepler-771 b,Kepler-771,0.0843,0.0,3.97,1.82,Transit,2016,Kepler
Kepler-772 b,Kepler-772,0.1071,0.0,3.97,1.82,Transit,2016,Kepler
Kepler-773 b,Kepler-773,0.047,0.0,2.63,1.43,Transit,2016,Kepler
Kepler-774 b,Kepler-774,0.1114,0.0,10.2,3.17,Transit,2016,Kepler
Kepler-775 b,Kepler-775,0.0187,0.0,1.81,1.19,Transit,2016,Kepler
Kepler-776 b,Kepler-776,0.0523,0.0,2.18,1.28,Transit,2016,Kepler
Kepler-777 b,Kepler-777,0.0519,0.0,2.76,1.47,Transit,2016,Kepler
Kepler-778 b,Kepler-778,0.0453,0.0,3.46,1.68,Transit,2016,Kepler
Kepler-779 b,Kepler-779,0.0533,0.0,0.721,0.92,Transit,2016,Kepler
Kepler-78 b,Kepler-78,0.00901,0.0,1.68,1.201,Transit,2013,Kepler
Kepler-780 b,Kepler-780,0.015,0.0,0.64,0.89,Transit,2016,Kepler
Kepler-781 b,Kepler-781,0.1019,0.0,8.7,2.89,Transit,2016,Kepler
Kepler-782 b,Kepler-782,0.5444,0.0,10.4,3.21,Transit,2016,Kepler
Kepler-783 b,Kepler-783,0.0491,0.0,0.399,0.78,Transit,2016,Kepler
Kepler-783 c,Kepler-783,0.0684,0.0,6.04,2.332,Transit,2020,Kepler
Kepler-784 b,Kepler-784,0.1967,0.0,3.12,1.58,Transit,2016,Kepler
Kepler-784 c,Kepler-784,0.1309,0.0,3.02,1.55,Transit,2023,Kepler
Kepler-785 b,Kepler-785,0.025,0.0,,13.02,Transit,2016,Kepler
Kepler-786 b,Kepler-786,0.2548,0.0,6.48,2.43,Transit,2016,Kepler
Kepler-787 b,Kepler-787,0.0159,0.0,2.18,1.28,Transit,2016,Kepler
Kepler-788 b,Kepler-788,0.0835,0.0,7.04,2.55,Transit,2016,Kepler
Kepler-789 b,Kepler-789,0.0951,0.0,5.14,2.12,Transit,2016,Kepler
Kepler-79 b,Kepler-79,0.117,0.015,10.9,3.47,Transit,2012,Kepler
Kepler-79 c,Kepler-79,0.187,0.03,5.9,3.72,Transit,2012,Kepler
Kepler-79 d,Kepler-79,0.287,0.025,6.0,7.16,Transit,2014,Kepler
Kepler-79 e,Kepler-79,0.386,0.012,4.1,3.49,Transit,2014,Kepler
Kepler-790 b,Kepler-790,0.101,0.0,5.39,2.18,Transit,2016,Kepler
Kepler-791 b,Kepler-791,0.1256,0.0,9.53,3.05,Transit,2016,Kepler
Kepler-792 b,Kepler-792,0.0988,0.0,4.5,1.96,Transit,2016,Kepler
Kepler-793 b,Kepler-793,0.0491,0.0,2.45,1.37,Transit,2016,Kepler
Kepler-794 b,Kepler-794,0.1036,0.0,5.1,2.11,Transit,2016,Kepler
Kepler-795 b,Kepler-795,0.1817,0.0,3.46,1.68,Transit,2016,Kepler
Kepler-796 b,Kepler-796,0.0662,0.0,2.24,1.3,Transit,2016,Kepler
Kepler-797 b,Kepler-797,0.181,0.0,5.35,2.17,Transit,2016,Kepler
Kepler-798 b,Kepler-798,0.1174,0.0,6.3,2.39,Transit,2016,Kepler
Kepler-799 b,Kepler-799,0.5167,0.0,37.9,6.88,Transit,2016,Kepler
Kepler-799 c,Kepler-799,0.1214,0.0,8.15,2.781,Transit,2021,Kepler
Kepler-8 b,Kepler-8,0.0474,0.0,187.5197,15.872,Transit,2010,Kepler
Kepler-80 b,Kepler-80,0.0648,0.0,6.93,2.67,Transit,2012,Kepler
Kepler-80 c,Kepler-80,0.0792,0.0,6.74,2.74,Transit,2012,Kepler
Kepler-80 d,Kepler-80,0.0372,0.0,6.75,1.53,Transit,2014,Kepler
Kepler-80 e,Kepler-80,0.0491,0.0,4.13,1.6,Transit,2014,Kepler
Kepler-80 f,Kepler-80,0.0175,0.0,1.92,1.21,Transit,2016,Kepler
Kepler-800 b,Kepler-800,0.1106,0.0,8.5,2.85,Transit,2016,Kepler
Kepler-801 b,Kepler-801,0.0795,0.0,4.66,2.0,Transit,2016,Kepler
Kepler-802 b,Kepler-802,0.2265,0.0,12.3,3.54,Transit,2016,Kepler
Kepler-803 b,Kepler-803,0.2678,0.0,13.8,3.79,Transit,2016,Kepler
Kepler-804 b,Kepler-804,0.1137,0.0,4.42,1.94,Transit,2016,Kepler
Kepler-804 c,Kepler-804,0.0872,0.0,1.55,1.14,Transit,2016,Kepler
Kepler-805 b,Kepler-805,0.1978,0.0,8.7,2.89,Transit,2016,Kepler
Kepler-806 b,Kepler-806,0.0764,0.0,1.55,1.14,Transit,2016,Kepler
Kepler-807 b,Kepler-807,0.4884,0.0,76.8,10.42,Transit,2016,Kepler
Kepler-808 b,Kepler-808,0.0116,0.0,2.73,1.46,Transit,2016,Kepler
Kepler-809 b,Kepler-809,0.2901,0.0,9.32,3.01,Transit,2016,Kepler
Kepler-81 b,Kepler-81,0.0522,0.0,17.2,2.42,Transit,2012,Kepler
Kepler-81 c,Kepler-81,0.08347,0.0,4.3,2.37,Transit,2012,Kepler
Kepler-81 d,Kepler-81,0.128,0.0,1.92,1.21,Transit,2014,Kepler
Kepler-810 b,Kepler-810,0.055,0.0,4.38,1.93,Transit,2016,Kepler
Kepler-811 b,Kepler-811,0.1583,0.0,7.75,2.7,Transit,2016,Kepler
Kepler-812 b,Kepler-812,0.1024,0.0,12.3,3.55,Transit,2016,Kepler
Kepler-813 b,Kepler-813,0.1439,0.0,5.22,2.14,Transit,2016,Kepler
Kepler-814 b,Kepler-814,0.0695,0.0,5.14,2.12,Transit,2016,Kepler
Kepler-815 b,Kepler-815,0.0888,0.0,15.8,4.11,Transit,2016,Kepler
Kepler-816 b,Kepler-816,0.0895,0.0,74.5,10.24,Transit,2016,Kepler
Kepler-817 b,Kepler-817,0.0493,0.0,60.2,9.03,Transit,2016,Kepler
Kepler-818 b,Kepler-818,0.0886,0.0,22.9,5.11,Transit,2016,Kepler
Kepler-819 b,Kepler-819,0.1894,0.0,8.05,2.76,Transit,2016,Kepler
Kepler-82 b,Kepler-82,0.1683,0.0033,12.15,4.07,Transit,2012,Kepler
Kepler-82 c,Kepler-82,0.2626,0.007,13.9,5.34,Transit,2012,Kepler
Kepler-82 d,Kepler-82,0.034,0.0,3.78,1.77,Transit,2014,Kepler
Kepler-82 e,Kepler-82,0.063,0.0,6.66,2.47,Transit,2014,Kepler
Kepler-82 f,Kepler-82,0.3395,0.0014,20.9,4.84,Transit Timing Variations,2019,KOINet
Kepler-820 b,Kepler-820,0.5829,0.0,30.8,6.09,Transit,2016,Kepler
Kepler-821 b,Kepler-821,0.029,0.0,2.27,1.31,Transit,2016,Kepler
Kepler-822 b,Kepler-822,0.0412,0.0,3.78,1.77,Transit,2016,Kepler
Kepler-823 b,Kepler-823,0.0507,0.0,3.09,1.57,Transit,2016,Kepler
Kepler-824 b,Kepler-824,0.055,0.0,4.16,1.87,Transit,2016,Kepler
Kepler-825 b,Kepler-825,0.0453,0.0,2.96,1.53,Transit,2016,Kepler
Kepler-825 c,Kepler-825,0.0759,0.0,4.04,1.84,Transit,2016,Kepler
Kepler-826 b,Kepler-826,0.0528,0.0,2.1,1.25,Transit,2016,Kepler
Kepler-827 b,Kepler-827,0.2742,0.0,27.0,5.63,Transit,2016,Kepler
Kepler-828 b,Kepler-828,0.0125,0.0,2.89,1.51,Transit,2016,Kepler
Kepler-829 b,Kepler-829,0.0678,0.0,5.1,2.11,Transit,2016,Kepler
Kepler-83 b,Kepler-83,0.07295,0.0,42.1,2.83,Transit,2012,Kepler
Kepler-83 c,Kepler-83,0.11796,0.0,11.4,2.36,Transit,2012,Kepler
Kepler-83 d,Kepler-83,0.051,0.0,24.6,1.94,Transit,2014,Kepler
Kepler-830 b,Kepler-830,0.1033,0.0,3.53,1.7,Transit,2016,Kepler
Kepler-831 b,Kepler-831,0.0603,0.0,2.15,1.27,Transit,2016,Kepler
Kepler-832 b,Kepler-832,0.075,0.0,4.9,2.06,Transit,2016,Kepler
Kepler-833 b,Kepler-833,0.1139,0.0,4.74,2.02,Transit,2016,Kepler
Kepler-834 b,Kepler-834,0.0862,0.0,4.74,2.02,Transit,2016,Kepler
Kepler-835 b,Kepler-835,0.107,0.0,8.2,2.79,Transit,2016,Kepler
Kepler-836 b,Kepler-836,0.1013,0.0,7.9,2.73,Transit,2016,Kepler
Kepler-837 b,Kepler-837,0.1144,0.0,7.08,2.56,Transit,2016,Kepler
Kepler-838 b,Kepler-838,0.1266,0.0,7.9,2.73,Transit,2016,Kepler
Kepler-839 b,Kepler-839,0.2341,0.0,7.13,2.57,Transit,2016,Kepler
Kepler-84 b,Kepler-84,0.0827,0.0,40.0,2.23,Transit,2012,Kepler
Kepler-84 c,Kepler-84,0.1072,0.0,20.2,2.36,Transit,2012,Kepler
Kepler-84 d,Kepler-84,0.052,0.0,2.48,1.38,Transit,2014,Kepler
Kepler-84 e,Kepler-84,0.181,0.0,7.27,2.6,Transit,2014,Kepler
Kepler-84 f,Kepler-84,0.25,0.0,5.48,2.2,Transit,2014,Kepler
Kepler-841 b,Kepler-841,0.479,0.0,23.8,5.23,Transit,2016,Kepler
Kepler-842 b,Kepler-842,0.0204,0.0,3.19,1.6,Transit,2016,Kepler
Kepler-843 b,Kepler-843,0.0313,0.0,7.22,2.59,Transit,2016,Kepler
Kepler-844 b,Kepler-844,0.0298,0.0,3.46,1.68,Transit,2016,Kepler
Kepler-845 b,Kepler-845,0.017,0.0,4.82,2.04,Transit,2016,Kepler
Kepler-846 b,Kepler-846,0.1399,0.0,6.71,2.48,Transit,2016,Kepler
Kepler-847 b,Kepler-847,0.0315,0.0,1.76,1.18,Transit,2016,Kepler
Kepler-848 b,Kepler-848,0.072,0.0,3.53,1.7,Transit,2016,Kepler
Kepler-849 b,Kepler-849,1.1088,0.0,40.4,7.14,Transit,2016,Kepler
Kepler-85 b,Kepler-85,0.0766,0.0,4.54,1.97,Transit,2012,Kepler
Kepler-85 c,Kepler-85,0.1007,0.0,20.9,2.18,Transit,2012,Kepler
Kepler-85 d,Kepler-85,0.13,0.0,1.87,1.2,Transit,2014,Kepler
Kepler-85 e,Kepler-85,0.163,0.0,0.6,1.27,Transit,2014,Kepler
Kepler-850 b,Kepler-850,0.0744,0.0,3.82,1.78,Transit,2016,Kepler
Kepler-851 b,Kepler-851,0.0802,0.0,3.46,1.68,Transit,2016,Kepler
Kepler-852 b,Kepler-852,0.2654,0.0,6.99,2.54,Transit,2016,Kepler
Kepler-853 b,Kepler-853,0.0779,0.0,3.5,1.69,Transit,2016,Kepler
Kepler-855 b,Kepler-855,0.0762,0.0,52.7,8.35,Transit,2016,Kepler
Kepler-856 b,Kepler-856,0.0787,0.0,63.3,9.3,Transit,2016,Kepler
Kepler-857 b,Kepler-857,0.3751,0.0,37.2,6.8,Transit,2016,Kepler
Kepler-858 b,Kepler-858,0.3403,0.0,21.1,4.87,Transit,2016,Kepler
Kepler-859 b,Kepler-859,0.1345,0.0,9.75,3.09,Transit,2016,Kepler
Kepler-860 b,Kepler-860,0.058,0.0,10.6,3.24,Transit,2016,Kepler
Kepler-861 b,Kepler-861,0.0463,0.0,5.82,2.28,Transit,2016,Kepler
Kepler-862 b,Kepler-862,0.039,0.0,5.52,2.21,Transit,2016,Kepler
Kepler-863 b,Kepler-863,0.122,0.0,8.75,2.9,Transit,2016,Kepler
Kepler-864 b,Kepler-864,0.0687,0.0,6.35,2.4,Transit,2016,Kepler
Kepler-864 c,Kepler-864,0.0382,0.0,3.26,1.62,Transit,2023,Kepler
Kepler-865 b,Kepler-865,0.1057,0.0,6.76,2.49,Transit,2016,Kepler
Kepler-865 c,Kepler-865,0.061,0.0,0.64,0.89,Transit,2023,Kepler
Kepler-866 b,Kepler-866,0.0331,0.0,3.29,1.63,Transit,2016,Kepler
Kepler-867 b,Kepler-867,0.5375,0.0,19.4,4.64,Transit,2016,Kepler
Kepler-868 b,Kepler-868,0.0575,0.0,4.86,2.05,Transit,2016,Kepler
Kepler-869 b,Kepler-869,0.2244,0.0,12.7,3.61,Transit,2016,Kepler
Kepler-87 b,Kepler-87,0.481,0.036,324.2,13.49,Transit,2013,Kepler
Kepler-87 c,Kepler-87,0.676,0.039,6.4,6.14,Transit,2013,Kepler
Kepler-870 b,Kepler-870,0.1539,0.0,8.15,2.78,Transit,2016,Kepler
Kepler-871 b,Kepler-871,0.1572,0.0,13.5,3.74,Transit,2016,Kepler
Kepler-872 b,Kepler-872,0.0362,0.0,4.62,1.99,Transit,2016,Kepler
Kepler-873 b,Kepler-873,0.1542,0.0,13.5,3.75,Transit,2016,Kepler
Kepler-874 b,Kepler-874,0.2234,0.0,14.7,3.94,Transit,2016,Kepler
Kepler-875 b,Kepler-875,0.1771,0.0,8.75,2.9,Transit,2016,Kepler
Kepler-876 b,Kepler-876,0.0549,0.0,2.63,1.43,Transit,2016,Kepler
Kepler-877 b,Kepler-877,0.1301,0.0,5.14,2.12,Transit,2016,Kepler
Kepler-878 b,Kepler-878,0.165,0.0,4.38,1.93,Transit,2016,Kepler
Kepler-879 b,Kepler-879,0.2012,0.0,7.13,2.57,Transit,2016,Kepler
Kepler-880 b,Kepler-880,0.0915,0.0,7.56,2.66,Transit,2016,Kepler
Kepler-880 c,Kepler-880,0.1216,0.0,8.6,2.87,Transit,2023,Kepler
Kepler-881 b,Kepler-881,0.0552,0.0,3.82,1.78,Transit,2016,Kepler
Kepler-882 b,Kepler-882,0.0449,0.0,2.04,1.23,Transit,2016,Kepler
Kepler-883 b,Kepler-883,0.1055,0.0,3.82,1.78,Transit,2016,Kepler
Kepler-884 b,Kepler-884,0.0622,0.0,2.04,1.23,Transit,2016,Kepler
Kepler-885 b,Kepler-885,0.1432,0.0,6.8,2.5,Transit,2016,Kepler
Kepler-886 b,Kepler-886,0.067,0.0,2.92,1.52,Transit,2016,Kepler
Kepler-887 b,Kepler-887,0.1536,0.0,4.04,1.84,Transit,2016,Kepler
Kepler-887 c,Kepler-887,0.0797,0.0,1.51,1.13,Transit,2016,Kepler
Kepler-888 b,Kepler-888,0.328,0.0,3.75,1.76,Transit,2016,Kepler
Kepler-889 b,Kepler-889,0.0492,0.0,1.32,1.09,Transit,2016,Kepler
Kepler-890 b,Kepler-890,0.2944,0.0,58.6,8.89,Transit,2016,Kepler
Kepler-891 b,Kepler-891,0.2881,0.0,33.6,6.41,Transit,2016,Kepler
Kepler-892 b,Kepler-892,0.1015,0.0,8.3,2.81,Transit,2016,Kepler
Kepler-893 b,Kepler-893,0.0699,0.0,9.43,3.03,Transit,2016,Kepler
Kepler-894 b,Kepler-894,0.0916,0.0,8.15,2.78,Transit,2016,Kepler
Kepler-895 b,Kepler-895,0.0328,0.0,2.99,1.54,Transit,2016,Kepler
Kepler-896 b,Kepler-896,0.5164,0.0,6.94,2.53,Transit,2016,Kepler
Kepler-896 c,Kepler-896,0.1792,0.0,10.1,3.15,Transit,2023,Kepler
Kepler-897 b,Kepler-897,0.077,0.0,6.3,2.39,Transit,2016,Kepler
Kepler-898 b,Kepler-898,0.0545,0.0,2.83,1.49,Transit,2016,Kepler
Kepler-899 b,Kepler-899,0.1392,0.0,7.65,2.68,Transit,2016,Kepler
Kepler-9 b,Kepler-9,0.143,0.0609,43.4,8.29,Transit,2010,Kepler
Kepler-9 c,Kepler-9,0.227,0.06691,29.9,8.08,Transit,2010,Kepler
Kepler-9 d,Kepler-9,0.0273,0.0,3.33,1.64,Transit,2010,Kepler
Kepler-900 b,Kepler-900,0.0679,0.0,4.98,2.08,Transit,2016,Kepler
Kepler-901 b,Kepler-901,0.0378,0.0,2.45,1.37,Transit,2016,Kepler
Kepler-902 b,Kepler-902,0.223,0.0,6.99,2.54,Transit,2016,Kepler
Kepler-903 b,Kepler-903,0.0907,0.0,4.7,2.01,Transit,2016,Kepler
Kepler-903 c,Kepler-903,0.302,0.0,6.94,2.53,Transit,2016,Kepler
Kepler-904 b,Kepler-904,0.0417,0.0,3.78,1.77,Transit,2016,Kepler
Kepler-905 b,Kepler-905,0.0572,0.0,2.57,1.41,Transit,2016,Kepler
Kepler-906 b,Kepler-906,0.2359,0.0,5.1,2.11,Transit,2016,Kepler
Kepler-907 b,Kepler-907,0.1225,0.0,1.87,1.2,Transit,2016,Kepler
Kepler-908 b,Kepler-908,0.0247,0.0,1.98,1.22,Transit,2016,Kepler
Kepler-909 b,Kepler-909,0.1175,0.0,2.76,1.47,Transit,2016,Kepler
Kepler-91 b,Kepler-91,0.0731,0.0519,257.4423,15.323,Transit,2013,Kepler
Kepler-910 b,Kepler-910,0.0382,0.0,0.477,0.82,Transit,2016,Kepler
Kepler-911 b,Kepler-911,0.1549,0.0,7.27,2.6,Transit,2016,Kepler
Kepler-912 b,Kepler-912,0.0339,0.0,8.25,2.8,Transit,2016,Kepler
Kepler-913 b,Kepler-913,0.1009,0.0,4.9,2.06,Transit,2016,Kepler
Kepler-913 c,Kepler-913,0.0699,0.0,14.2,3.858,Transit,2021,Kepler
Kepler-914 b,Kepler-914,0.0544,0.0,2.48,1.38,Transit,2016,Kepler
Kepler-915 b,Kepler-915,0.0566,0.0,2.86,1.5,Transit,2016,Kepler
Kepler-916 b,Kepler-916,0.1885,0.0,3.75,1.76,Transit,2016,Kepler
Kepler-917 b,Kepler-917,0.0378,0.0,4.31,1.91,Transit,2016,Kepler
Kepler-918 b,Kepler-918,0.0569,0.0,3.68,1.74,Transit,2016,Kepler
Kepler-919 b,Kepler-919,0.0981,0.0,5.69,2.25,Transit,2016,Kepler
Kepler-92 b,Kepler-92,0.1174,0.17,64.3,3.51,Transit,2013,Kepler
Kepler-92 c,Kepler-92,0.1829,0.04,6.1,2.6,Transit,2013,Kepler
Kepler-92 d,Kepler-92,0.2754,0.07,4.93,2.067,Transit,2015,Kepler
Kepler-920 b,Kepler-920,0.065,0.0,6.44,2.42,Transit,2016,Kepler
Kepler-920 c,Kepler-920,0.4029,0.0,13.8,3.8,Transit,2016,Kepler
Kepler-921 b,Kepler-921,0.2716,0.0,8.6,2.87,Transit,2016,Kepler
Kepler-922 b,Kepler-922,0.0182,0.0,2.6,1.42,Transit,2016,Kepler
Kepler-923 b,Kepler-923,0.0715,0.0,2.48,1.38,Transit,2016,Kepler
Kepler-924 b,Kepler-924,0.3359,0.0,9.64,3.07,Transit,2016,Kepler
Kepler-925 b,Kepler-925,0.1805,0.0,6.08,2.34,Transit,2016,Kepler
Kepler-926 b,Kepler-926,0.2739,0.0,5.95,2.31,Transit,2016,Kepler
Kepler-927 b,Kepler-927,0.0866,0.0,3.61,1.72,Transit,2016,Kepler
Kepler-928 b,Kepler-928,0.0444,0.0,3.15,1.59,Transit,2016,Kepler
Kepler-929 b,Kepler-929,0.0192,0.0,1.41,1.11,Transit,2016,Kepler
Kepler-93 b,Kepler-93,0.05343,0.0,4.66,1.478,Transit,2014,Kepler
Kepler-930 b,Kepler-930,0.3475,0.0,5.18,2.13,Transit,2016,Kepler
Kepler-931 b,Kepler-931,0.0719,0.0,2.33,1.33,Transit,2016,Kepler
Kepler-932 b,Kepler-932,0.0279,0.0,2.45,1.37,Transit,2016,Kepler
Kepler-933 b,Kepler-933,0.1041,0.0,6.62,2.46,Transit,2016,Kepler
Kepler-934 b,Kepler-934,0.2658,0.0,5.02,2.09,Transit,2016,Kepler
Kepler-935 b,Kepler-935,0.0527,0.0,2.39,1.35,Transit,2016,Kepler
Kepler-936 b,Kepler-936,0.0954,0.0,2.7,1.45,Transit,2016,Kepler
Kepler-937 b,Kepler-937,0.3214,0.0,13.4,3.72,Transit,2016,Kepler
Kepler-937 c,Kepler-937,0.5545,0.0,7.61,2.67,Transit,2016,Kepler
Kepler-938 b,Kepler-938,0.2689,0.0,5.56,2.22,Transit,2016,Kepler
Kepler-939 b,Kepler-939,0.1153,0.0,3.71,1.75,Transit,2016,Kepler
Kepler-94 b,Kepler-94,0.03106,0.0,10.84,3.51,Transit,2014,Kepler
Kepler-940 b,Kepler-940,0.3059,0.0,11.1,3.34,Transit,2016,Kepler
Kepler-941 b,Kepler-941,0.1311,0.0,9.69,3.08,Transit,2016,Kepler
Kepler-942 b,Kepler-942,0.2298,0.0,5.18,2.13,Transit,2016,Kepler
Kepler-943 b,Kepler-943,0.2559,0.0,29.5,5.93,Transit,2016,Kepler
Kepler-944 b,Kepler-944,0.2288,0.0,7.41,2.63,Transit,2016,Kepler
Kepler-945 b,Kepler-945,0.2037,0.0,7.41,2.63,Transit,2016,Kepler
Kepler-946 b,Kepler-946,0.1002,0.0,4.38,1.93,Transit,2016,Kepler
Kepler-947 b,Kepler-947,0.1773,0.0,5.82,2.28,Transit,2016,Kepler
Kepler-948 b,Kepler-948,0.0749,0.0,4.08,1.85,Transit,2016,Kepler
Kepler-949 b,Kepler-949,0.0774,0.0,8.8,2.91,Transit,2016,Kepler
Kepler-949 c,Kepler-949,0.1394,0.0,9.11,2.97,Transit,2023,Kepler
Kepler-95 b,Kepler-95,0.1017,0.0,13.0,3.42,Transit,2014,Kepler
Kepler-950 b,Kepler-950,0.3982,0.0,59.6,8.98,Transit,2016,Kepler
Kepler-951 b,Kepler-951,0.3091,0.0,26.7,5.59,Transit,2016,Kepler
Kepler-952 b,Kepler-952,0.5183,0.0,45.4,7.65,Transit,2016,Kepler
Kepler-953 b,Kepler-953,0.392,0.0,16.5,4.21,Transit,2016,Kepler
Kepler-953 c,Kepler-953,0.0862,0.0,1.81,1.19,Transit,2016,Kepler
Kepler-954 b,Kepler-954,0.118,0.0,5.99,2.32,Transit,2016,Kepler
Kepler-955 b,Kepler-955,0.1083,0.0,9.96,3.13,Transit,2016,Kepler
Kepler-956 b,Kepler-956,0.0596,0.0,9.27,3.0,Transit,2016,Kepler
Kepler-957 b,Kepler-957,0.0559,0.0,25.9,5.5,Transit,2016,Kepler
Kepler-958 b,Kepler-958,0.0852,0.0,4.9,2.06,Transit,2016,Kepler
Kepler-959 b,Kepler-959,0.1633,0.0,17.6,4.38,Transit,2016,Kepler
Kepler-96 b,Kepler-96,0.1235,0.0,8.46,2.67,Transit,2014,Kepler
Kepler-960 b,Kepler-960,0.0414,0.0,5.86,2.29,Transit,2016,Kepler
Kepler-961 b,Kepler-961,0.1245,0.0,7.04,2.55,Transit,2016,Kepler
Kepler-962 b,Kepler-962,0.0984,0.0,4.54,1.97,Transit,2016,Kepler
Kepler-963 b,Kepler-963,0.0849,0.0,7.56,2.66,Transit,2016,Kepler
Kepler-964 b,Kepler-964,0.1063,0.0,5.14,2.12,Transit,2016,Kepler
Kepler-965 b,Kepler-965,0.512,0.0,11.4,3.38,Transit,2016,Kepler
Kepler-966 b,Kepler-966,0.3907,0.0,16.0,4.13,Transit,2016,Kepler
Kepler-967 b,Kepler-967,0.1027,0.0,6.12,2.35,Transit,2016,Kepler
Kepler-967 c,Kepler-967,0.6253,0.0,12.9,3.65,Transit,2016,Kepler
Kepler-968 b,Kepler-968,0.0389,0.0,4.66,2.0,Transit,2016,Kepler
Kepler-968 c,Kepler-968,0.052,0.0,3.5,1.69,Transit,2016,Kepler
Kepler-969 b,Kepler-969,0.2027,0.0,4.94,2.07,Transit,2016,Kepler
Kepler-969 c,Kepler-969,0.0272,0.0,0.937,0.99,Transit,2016,Kepler
Kepler-97 b,Kepler-97,0.0356,0.0,3.51,1.48,Transit,2014,Kepler
Kepler-970 b,Kepler-970,0.139,0.34,7.31,2.609,Transit,2016,Kepler
Kepler-971 b,Kepler-971,0.0827,0.0,5.18,2.13,Transit,2016,Kepler
Kepler-972 b,Kepler-972,0.0734,0.0,19.5,4.65,Transit,2016,Kepler
Kepler-973 b,Kepler-973,0.2508,0.0,4.5,1.96,Transit,2016,Kepler
Kepler-974 b,Kepler-974,0.0419,0.0,3.09,1.57,Transit,2016,Kepler
Kepler-975 b,Kepler-975,0.0303,0.0,2.79,1.48,Transit,2016,Kepler
Kepler-975 c,Kepler-975,0.0567,0.0,80.2,10.69,Transit,2023,Kepler
Kepler-976 b,Kepler-976,0.4217,0.0,14.9,3.96,Transit,2016,Kepler
Kepler-977 b,Kepler-977,0.162,0.0,7.37,2.62,Transit,2016,Kepler
Kepler-978 b,Kepler-978,0.2726,0.0,9.22,2.99,Transit,2016,Kepler
Kepler-979 b,Kepler-979,0.0753,0.0,7.85,2.72,Transit,2016,Kepler
Kepler-98 b,Kepler-98,0.0256,0.0,3.55,1.99,Transit,2014,Kepler
Kepler-980 b,Kepler-980,0.1005,0.0,7.61,2.67,Transit,2016,Kepler
Kepler-981 b,Kepler-981,0.0535,0.0,5.95,2.31,Transit,2016,Kepler
