pl_name,hostname,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_rade,discoverymethod,disc_year,disc_facility
Kepler-982 b,Kepler-982,0.1291,0.0,5.69,2.25,Transit,2016,Kepler
Kepler-983 b,Kepler-983,0.3148,0.0,6.17,2.36,Transit,2016,Kepler
Kepler-984 b,Kepler-984,0.2327,0.0,5.14,2.12,Transit,2016,Kepler
Kepler-985 b,Kepler-985,0.4451,0.0,9.17,2.98,Transit,2016,Kepler
Kepler-986 b,Kepler-986,0.276,0.0,6.17,2.36,Transit,2016,Kepler
Kepler-987 b,Kepler-987,0.4238,0.0,10.7,3.26,Transit,2016,Kepler
Kepler-988 b,Kepler-988,0.1085,0.0,4.94,2.07,Transit,2016,Kepler
Kepler-989 b,Kepler-989,0.0734,0.0,5.52,2.21,Transit,2016,Kepler
Kepler-99 b,Kepler-99,0.0503,0.0,6.15,1.48,Transit,2014,Kepler
Kepler-990 b,Kepler-990,0.0883,0.0,7.27,2.6,Transit,2016,Kepler
Kepler-990 c,Kepler-990,0.0127,0.0,2.96,1.53,Transit,2016,Kepler
Kepler-991 b,Kepler-991,0.3104,0.0,6.99,2.54,Transit,2016,Kepler
Kepler-992 b,Kepler-992,0.1339,0.0,3.26,1.62,Transit,2016,Kepler
Kepler-993 b,Kepler-993,0.13,0.0,9.11,2.97,Transit,2016,Kepler
Kepler-994 b,Kepler-994,0.0177,0.0,3.19,1.6,Transit,2016,Kepler
Kepler-995 b,Kepler-995,0.1701,0.0,7.75,2.7,Transit,2016,Kepler
Kepler-996 b,Kepler-996,0.0474,0.0,4.58,1.98,Transit,2016,Kepler
Kepler-997 b,Kepler-997,0.0397,0.0,2.42,1.36,Transit,2016,Kepler
Kepler-998 b,Kepler-998,0.0626,0.0,5.99,2.32,Transit,2016,Kepler
Kepler-999 b,Kepler-999,0.0681,0.0,6.08,2.34,Transit,2016,Kepler
L 168-9 b,L 168-9,0.02091,0.21,4.6,1.39,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 b,L 98-59,0.02191,0.103,0.4,0.85,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 c,L 98-59,0.0317,0.0,2.42,1.34,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 d,L 98-59,0.0506,0.0,2.31,1.58,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
L 98-59 e,L 98-59,0.0717,0.128,3.06,1.56,Radial Velocity,2021,Multiple Observatories
LHS 1140 b,LHS 1140,0.0957,0.096,6.38,1.635,Transit,2017,MEarth Project
LHS 1140 c,LHS 1140,0.02734,0.274,1.76,1.169,Transit,2018,Multiple Observatories
LHS 1678 b,LHS 1678,0.01251,0.25,0.35,0.696,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
LHS 1678 c,LHS 1678,0.0331,0.22,1.4,0.982,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
LHS 1815 b,LHS 1815,0.0404,0.0,1.58,1.088,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
LP 714-47 b,LP 714-47,0.0417,0.04,30.8,4.7,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18 b,LP 791-18,0.00978,0.0,1.94,1.212,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18 c,LP 791-18,0.02961,8e-05,7.1,2.438,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
LP 791-18 d,LP 791-18,0.01992,0.0015,0.9,1.032,Transit,2023,Spitzer Space Telescope
LSPM J2116+0234 b,LSPM J2116+0234,0.0876,0.183,13.3,3.71,Radial Velocity,2019,Calar Alto Observatory
LTT 1445 A b,LTT 1445 A,0.03813,0.11,2.87,1.305,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
LTT 1445 A c,LTT 1445 A,0.02661,0.223,1.54,1.147,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
LTT 3780 b,LTT 3780,0.01211,0.032,2.47,1.32,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
LTT 3780 c,LTT 3780,0.07673,0.03,7.02,2.33,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
LTT 9779 b,LTT 9779,0.01679,0.0,29.32,4.72,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
Lupus-TR-3 b,Lupus-TR-3,0.0464,0.0,257.431,9.976,Transit,2007,Multiple Observatories
MASCARA-1 b,MASCARA-1,0.040352,0.00034,1175.971,17.901,Transit,2017,Multiple Observatories
MASCARA-4 b,MASCARA-4,0.047,0.0,985.273,17.15,Transit,2020,Multiple Observatories
NGC 2682 Sand 364 b,NGC 2682 Sand 364,0.53,0.35,2126.2827,12.7,Radial Velocity,2014,Multiple Observatories
NGTS-1 b,NGTS-1,0.0326,0.016,258.07796,14.908,Transit,2017,Paranal Observatory
NGTS-10 b,NGTS-10,0.0143,0.0,687.14846,13.507,Transit,2020,Paranal Observatory
NGTS-11 b,NGTS-11,0.201,0.13,109.33352,9.158,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
NGTS-12 b,NGTS-12,0.0757,0.0,66.10864,11.747,Transit,2020,Paranal Observatory
NGTS-13 b,NGTS-13,0.0549,0.086,1538.2972,12.801,Transit,2021,Paranal Observatory
NGTS-14 A b,NGTS-14 A,0.0403,0.0,29.24036,4.977,Transit,2021,Paranal Observatory
NGTS-15 b,NGTS-15,0.0441,0.0,238.68913,12.33,Transit,2021,Paranal Observatory
NGTS-16 b,NGTS-16,0.0523,0.0,211.99155,14.572,Transit,2021,Paranal Observatory
NGTS-17 b,NGTS-17,0.0391,0.0,242.8209,13.899,Transit,2021,Paranal Observatory
NGTS-18 b,NGTS-18,0.0448,0.0,129.99182,13.563,Transit,2021,Paranal Observatory
NGTS-2 b,NGTS-2,0.063,0.0,235.1942,17.878,Transit,2018,Paranal Observatory
NGTS-20 b,NGTS-20,0.313,0.432,947.12865,11.994,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
NGTS-21 b,NGTS-21,0.0236,0.0,750.07504,14.908,Transit,2022,Paranal Observatory
NGTS-23 b,NGTS-23,0.0504,0.0,194.82881,14.202,Transit,2022,Next-Generation Transit Survey (NGTS)
NGTS-24 b,NGTS-24,0.0479,0.0,165.27077,13.608,Transit,2022,Next-Generation Transit Survey (NGTS)
NGTS-25 b,NGTS-25,0.0388,0.0,203.09235,11.467,Transit,2022,Next-Generation Transit Survey (NGTS)
NGTS-4 b,NGTS-4,0.019,0.0,20.6,3.18,Transit,2019,Paranal Observatory
NGTS-5 b,NGTS-5,0.0382,0.0,72.78307,12.733,Transit,2019,Paranal Observatory
NGTS-6 b,NGTS-6,0.01677,0.0,425.57437,14.863,Transit,2019,Paranal Observatory
NGTS-8 b,NGTS-8,0.035,0.01,295.5819,12.218,Transit,2019,Paranal Observatory
NGTS-9 b,NGTS-9,0.058,0.06,921.707,11.994,Transit,2019,Paranal Observatory
NN Ser c,NN Ser,5.35,0.08,2329.6,12.6,Eclipse Timing Variations,2010,Multiple Observatories
NN Ser d,NN Ser,3.43,0.19,731.0,13.3,Eclipse Timing Variations,2010,Multiple Observatories
NSVS 14256825 b,NSVS 14256825,3.12,0.12,4497.2945,12.3,Eclipse Timing Variations,2019,Multiple Observatories
NY Vir b,NY Vir,3.3,0.15,730.978,13.3,Eclipse Timing Variations,2011,Multiple Observatories
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,4.5,0.15,86.0,11.1,Microlensing,2008,OGLE
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,2.17,0.42,4253.0,12.3,Microlensing,2017,OGLE
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5.0,0.0,1500.0,12.9,Microlensing,2019,OGLE
OGLE-TR-10 b,OGLE-TR-10,0.0434,0.82,197.046,14.011,Transit,2004,OGLE
OGLE-TR-111 b,OGLE-TR-111,0.0473,0.54,174.799,11.422,Transit,2004,OGLE
OGLE-TR-113 b,OGLE-TR-113,0.02289,0.15,400.449,12.251,Transit,2004,OGLE
OGLE-TR-132 b,OGLE-TR-132,0.03035,0.6,375.02,13.45,Transit,2004,OGLE
OGLE-TR-182 b,OGLE-TR-182,0.051,0.0,320.995,12.666,Transit,2007,OGLE
OGLE-TR-211 b,OGLE-TR-211,0.051,0.0,327.351,15.244,Transit,2007,OGLE
OGLE-TR-56 b,OGLE-TR-56,0.02383,0.67,441.77,15.278,Transit,2002,OGLE
PDS 70 b,PDS 70,20.0,0.19,953.49,30.488,Imaging,2018,Paranal Observatory
PDS 70 c,PDS 70,34.0,0.11,635.66,22.866,Imaging,2019,European Southern Observatory
PH1 b,PH1,0.652,0.0702,169.0,6.18,Transit,2012,Kepler
PH2 b,PH2,0.828,0.41,25426.4,10.12,Transit,2013,Kepler
PSR B0329+54 b,PSR B0329+54,10.26,0.236,1.97,1.22,Pulsar Timing,2017,Multiple Facilities
PSR B1257+12 b,PSR B1257+12,0.19,0.0,0.02,0.338,Pulsar Timing,1994,Arecibo Observatory
PSR B1257+12 c,PSR B1257+12,0.36,0.0186,4.3,1.91,Pulsar Timing,1992,Arecibo Observatory
PSR B1257+12 d,PSR B1257+12,0.46,0.0264,3.9,1.8,Pulsar Timing,1992,Arecibo Observatory
PSR J1719-1438 b,PSR J1719-1438,0.0044,0.06,382.8,,Pulsar Timing,2011,Parkes Observatory
PSR J2322-2650 b,PSR J2322-2650,0.0102,0.0017,252.64307,13.9,Pulsar Timing,2017,Parkes Observatory
PZ Tel b,PZ Tel,27.0,0.52,8581.36699,11.9,Imaging,2023,W. M. Keck Observatory
Pr0201 b,Pr0201,0.06,0.0,171.6282,14.2,Radial Velocity,2012,Fred Lawrence Whipple Observatory
Pr0211 b,Pr0211,0.03176,0.011,597.5204,13.4,Radial Velocity,2012,Fred Lawrence Whipple Observatory
Pr0211 c,Pr0211,5.5,0.71,2475.8957,12.6,Radial Velocity,2016,Roque de los Muchachos Observatory
Proxima Cen b,Proxima Cen,0.04856,0.02,1.07,1.03,Radial Velocity,2016,European Southern Observatory
Qatar-1 b,Qatar-1,0.02332,0.0,411.27202,12.812,Transit,2010,Qatar
Qatar-10 b,Qatar-10,0.0286,0.0,233.92288,17.295,Transit,2019,Qatar
Qatar-2 b,Qatar-2,0.02153,0.0,792.635,14.056,Transit,2011,Qatar
Qatar-3 b,Qatar-3,0.03783,0.0,1369.8473,12.285,Transit,2017,Qatar
Qatar-4 b,Qatar-4,0.02803,0.0,1938.763,12.722,Transit,2017,Qatar
Qatar-5 b,Qatar-5,0.04127,0.0,1373.0256,12.408,Transit,2017,Qatar
Qatar-6 b,Qatar-6,0.0423,0.0,212.31044,11.904,Transit,2017,Qatar
Qatar-7 b,Qatar-7,0.0352,0.0,597.5204,19.055,Transit,2019,Qatar
Qatar-8 b,Qatar-8,0.0474,0.0,117.91493,14.404,Transit,2019,Qatar
Qatar-9 b,Qatar-9,0.0234,0.0,378.2177,11.31,Transit,2019,Qatar
ROXs 12 b,ROXs 12,210.0,0.83,5085.0,12.2,Imaging,2013,W. M. Keck Observatory
ROXs 42 B b,ROXs 42 B,157.0,0.58,2860.0,12.5,Imaging,2013,Multiple Observatories
RR Cae b,RR Cae,5.3,0.0,1334.886,13.0,Eclipse Timing Variations,2012,Leoncito Astronomical Complex
Ross 128 b,Ross 128,0.0496,0.116,1.4,1.11,Radial Velocity,2017,La Silla Observatory
Ross 508 b,Ross 508,0.05366,0.33,4.0,1.83,Radial Velocity,2022,Subaru Telescope
TIC 172900988 b,TIC 172900988 Aa,0.90281,0.0271,942.0,11.25,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TIC 237913194 b,TIC 237913194,0.1207,0.575,617.22586,12.52,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TIC 257060897 b,TIC 257060897,0.051,0.03,212.94503,16.701,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TIC 279401253 b,TIC 279401253,0.369,0.448,1951.46642,11.209,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TIC 279401253 c,TIC 279401253,0.591,0.254,2548.98382,12.6,Transit,2023,Multiple Observatories
TOI-1062 b,TOI-1062,0.052,0.177,10.15,2.265,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1062 c,TOI-1062,0.08,0.14,9.78,3.1,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1064 b,TOI-1064,0.06152,0.047,13.5,2.587,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1064 c,TOI-1064,0.09429,0.088,2.5,2.651,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1075 b,TOI-1075,0.01159,0.0,9.95,1.791,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1107 b,TOI-1107,0.0561,0.025,1064.72516,14.572,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1130 b,TOI-1130,0.04394,0.22,12.9,3.65,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1130 c,TOI-1130,0.07098,0.047,309.56642,16.814,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1201 b,TOI-1201,0.0287,0.0,6.28,2.415,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-122 b,TOI-122,0.0392,0.0,7.85,2.72,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1221 b,TOI-1221,0.387,0.21,1112.39942,2.91,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1231 b,TOI-1231,0.1288,0.087,15.4,3.65,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1235 b,TOI-1235,0.03845,0.049,6.69,1.69,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-125 b,TOI-125,0.05186,0.194,9.5,2.726,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-125 c,TOI-125,0.0814,0.066,6.63,2.759,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-125 d,TOI-125,0.137,0.168,13.6,2.93,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1259 A b,TOI-1259 A,0.0407,0.0,140.16233,11.456,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1260 b,TOI-1260,0.0367,0.0,8.56,2.41,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1260 c,TOI-1260,0.0657,0.0,13.2,2.76,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1260 d,TOI-1260,0.1116,0.0,11.84,3.12,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1266 b,TOI-1266,0.0736,0.09,13.5,2.37,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1266 c,TOI-1266,0.1058,0.04,2.2,1.56,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1268 b,TOI-1268,0.0711,0.105,96.4,9.1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1272 b,TOI-1272,0.0412,0.338,24.6,4.14,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1272 c,TOI-1272,0.0783,0.35,26.7,5.59,Radial Velocity,2022,W. M. Keck Observatory
TOI-1278 b,TOI-1278,0.095,0.013,5879.82553,12.218,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1288 b,TOI-1288,0.0429,0.064,42.0,5.24,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1296 b,TOI-1296,0.0497,0.055,94.71287,13.798,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1298 b,TOI-1298,0.059,0.032,113.14691,9.427,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-132 b,TOI-132,0.026,0.059,22.4,3.42,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1333 b,TOI-1333,0.0626,0.073,753.2571,15.648,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1338 b,TOI-1338 A,0.4607,0.088,33.0,6.85,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1338 c,TOI-1338 A,0.794,0.16,65.2,9.46,Radial Velocity,2023,Multiple Observatories
TOI-1416 b,TOI-1416,0.019,0.0,3.48,1.62,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1422 b,TOI-1422,0.108,0.04,9.0,3.96,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1431 b,TOI-1431,0.046,0.0022,991.62463,16.701,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1452 b,TOI-1452,0.061,0.0,4.82,1.672,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1478 b,TOI-1478,0.0903,0.024,270.47333,11.882,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-150.01,TOI-150,0.07037,0.262,797.7533,14.067,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-1518 b,TOI-1518,0.0389,0.01,731.00534,21.017,Transit,2021,Multiple Observatories
TOI-157 b,TOI-157,0.03138,0.0,375.0394,14.415,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1601 b,TOI-1601,0.06864,0.036,314.6517,13.888,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-163 b,TOI-163,0.058,0.0,387.7526,16.69,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 b,TOI-1634,0.01545,0.0,7.57,1.773,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 b,TOI-1670,0.103,0.59,41.31769,2.06,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 c,TOI-1670,0.249,0.09,200.2319,11.063,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1685 b,TOI-1685,0.011557,0.0,3.09,1.7,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-169 b,TOI-169,0.03524,0.0,251.40353,12.173,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1695 b,TOI-1695,0.033548,0.097,6.36,1.9,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1696 b,TOI-1696,0.0229,0.0,48.8,3.09,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1710 b,TOI-1710,0.16,0.16,28.3,5.34,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-172 b,TOI-172,0.0914,0.3806,1722.6386,10.817,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-1728 b,TOI-1728,0.0391,0.057,26.78,5.05,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 b,TOI-1749,0.0291,0.14,57.0,1.39,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 c,TOI-1749,0.0443,0.019,14.0,2.12,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 d,TOI-1749,0.0707,0.062,15.0,2.52,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1759 b,TOI-1759,0.1177,0.0,10.8,3.14,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1807 b,TOI-1807,0.00812,0.0,2.57,1.258,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-181 b,TOI-181,0.0539,0.1543,46.1687,6.956,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1811 b,TOI-1811,0.04389,0.052,308.92921,11.142,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1820 b,TOI-1820,0.061,0.043,731.00534,12.778,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1859 b,TOI-1859,0.337,0.57,68.6,9.752,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1899 b,TOI-1899,0.1587,0.118,209.7678,12.89,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1937 A b,TOI-1937 A,0.01932,0.0,638.8351,13.978,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 b,TOI-2000,0.04271,0.0,11.0,2.7,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 c,TOI-2000,0.0878,0.063,81.7,8.14,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-201 b,TOI-201,0.3,0.28,133.4886,11.299,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2025 b,TOI-2025,0.0892,0.394,1144.18227,11.893,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 b,TOI-2096,0.025,0.15,2.08,1.243,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 c,TOI-2096,0.04,0.1,4.32,1.914,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2136 b,TOI-2136,0.057,0.0,6.37,2.19,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2145 b,TOI-2145,0.1108,0.208,1671.77742,11.982,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2152 A b,TOI-2152,0.05064,0.057,899.45439,14.359,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2154 b,TOI-2154,0.0513,0.117,292.40213,16.287,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2158 b,TOI-2158,0.075,0.07,260.61929,10.761,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.01,TOI-216,0.2069,0.0046,177.98391,10.1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.02,TOI-216,0.1293,0.16,18.75188,8.0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-2180 b,TOI-2180,0.828,0.3683,875.61726,11.321,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2193 A b,TOI-2193 A,0.03319,0.0,298.7587,19.84,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2196 b,TOI-2196,0.02234,0.0,26.0,3.51,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-220 b,TOI-220,0.08911,0.032,13.8,3.03,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2202 b,TOI-2202,0.09564,0.042,310.83618,11.321,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2202 c,TOI-2202,0.15544,0.0622,117.27868,13.4,Transit Timing Variations,2021,Multiple Observatories
TOI-2207 b,TOI-2207,0.0854,0.174,203.41018,11.153,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2236 b,TOI-2236,0.05009,0.0,502.16888,14.37,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2257 b,TOI-2257,0.145,0.496,5.45,2.194,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2285 b,TOI-2285,0.1363,0.3,19.5,1.74,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2338 b,TOI-2338,0.158,0.676,1900.61387,11.209,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2364 b,TOI-2364,0.04871,0.0,71.51139,8.608,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-237 b,TOI-237,0.0341,0.0,2.67,1.44,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-2406 b,TOI-2406,0.0228,0.26,8.96,2.94,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2421 b,TOI-2421,0.0543,0.0,105.83686,10.368,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2497 b,TOI-2497,0.1166,0.195,1531.93292,11.142,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2498 b,TOI-2498,0.0491,0.089,34.62,6.06,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-251 b,TOI-251,0.05741,0.0,317.83,2.74,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2525 b,TOI-2525,0.1511,0.17,26.69759,8.676,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2525 c,TOI-2525,0.249,0.157,208.81326,10.133,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2567 b,TOI-2567,0.0672,0.0,63.88351,10.929,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-257 b,TOI-257,0.1528,0.0,43.86032,7.163,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2570 b,TOI-2570,0.04145,0.0,260.61929,13.641,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2583 A b,TOI-2583 A,0.0571,0.0,79.4571,14.46,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2587 A b,TOI-2587 A,0.0635,0.0,69.28659,12.072,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2589 b,TOI-2589,0.3,0.522,1112.39942,12.106,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2641 b,TOI-2641,0.0607,0.18,122.68177,18.103,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-269 b,TOI-269,0.0345,0.425,8.8,2.77,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 b,TOI-270,0.03197,0.034,1.58,1.206,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 c,TOI-270,0.04526,0.027,6.15,2.355,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-270 d,TOI-270,0.0721,0.032,4.78,2.133,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-2796 b,TOI-2796,0.0569,0.0,139.8445,17.262,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2803 A b,TOI-2803 A,0.03185,0.0,309.8827,18.114,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2818 b,TOI-2818,0.0493,0.0,225.65817,15.278,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2842 b,TOI-2842,0.0475,0.0,117.59651,12.845,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2977 b,TOI-2977,0.03386,0.0,533.95172,13.159,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-3023 b,TOI-3023,0.0505,0.0,197.05361,16.432,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-3235 b,TOI-3235,0.02709,0.029,211.35589,11.4,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-3331 A b,TOI-3331 A,0.03144,0.0,721.47048,12.98,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-3362 b,TOI-3362,0.153,0.815,1598.35906,12.801,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-3364 b,TOI-3364,0.0675,0.0,530.77344,12.229,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-3540 A b,TOI-3540 A,0.04289,0.0,375.03752,23.539,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-3629 b,TOI-3629,0.043,0.05,82.63539,8.295,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-3688 A b,TOI-3688 A,0.0456,0.0,311.47184,13.081,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-3693 b,TOI-3693,0.0813,0.0,324.18498,12.599,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-3714 b,TOI-3714,0.027,0.03,222.47988,11.321,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-3757 b,TOI-3757,0.03845,0.14,85.3,12.0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-3785 b,TOI-3785,0.043,0.11,14.95,5.14,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
